tier,name,director,phone1,phone2,city,spyur_url,website,facebook,staff,founded,updated,flag
"A","ԱՌԱՔԵԼՅԱՆ ՓԱՐԹՆԵՐՍ ՔՈՆՍԱԼԹԻՆԳ","Գրիգոր Առաքելյան, տնօրեն","+37441829009","+37410278720","Երևան","https://spyur.am/am/companies/arakelyan-partners-consulting/33619","http://www.apconsult.am","https://www.facebook.com/apconsultingarmenia/","<15","2011","03.08.2026","call"
"A","ԱՐՏ ԸՔԱՈՒՆԹԻՆԳ ԻՐԱՎԱԲԱՆԱԿԱՆ ԵՎ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Սեյրան Հարությունյան, տնօրեն","+37460380388","+37494013013","Երևան","https://spyur.am/am/companies/art-accounting-law-and-accounting-company/52065","","","<15","2016","17.09.2026","call"
"A","ԱՐՏ-ԼԱՐ ՖԻՆԱՆՍ ԸՆԴ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Արտակ Միշայի Վարոսյան, տնօրեն","+37410444008","+37460522727","Երևան","https://spyur.am/am/companies/art-lar-finance-and-accounting-accounting-and-consulting-company/5477","http://www.artlar.am","https://www.facebook.com/ArtLarFinanceAndAccounting","51-250","2003","16.06.2026","call"
"A","ԱՐՏՔԱՈՒՆԹ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Արտյոմ Ղազարյան, տնօրեն","+37477765552","","Երևան","https://spyur.am/am/companies/artcount-accounting-office/56118","http://artcount.am/","","<15","2021","02.09.2026","call"
"A","ԱՐՓՖԻՆ ՍՊԸ","Վահագն Կարապետյան, տնօրեն","+37444312300","","Երևան","https://spyur.am/am/companies/arpfin/56662","http://arpfin.am/","https://www.facebook.com/profile.php?id=61564818779253","<15","2024","03.08.2026","call"
"A","ԱՔՍԻՍ ԸՔԱՈՒՆԹԻՆԳ ՍՊԸ","Արման Սարգսյան, տնօրեն","+37495811255","","Երևան","https://spyur.am/am/companies/axis-accounting/59483","","https://www.facebook.com/people/Axis-Accounting/61588436480107/","<15","2026","02.09.2026","call"
"A","ԲԵԼԵՆՍ ՇԻԹ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Սևակ Ոսկանյան, տնօրեն","+37410202227","+37499375511","Երևան","https://spyur.am/am/companies/balance-sheet-accounting-company/20607","https://hashvapah.com/","https://www.facebook.com/Balancesheetarmenia","<15","2008","02.09.2026","call"
"A","ԲԵԼՆԱՐ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Նարեկ Միքայելյան, տնօրեն","+37412950000","+37455566567","Երևան","https://spyur.am/am/companies/belnar-accounting-company/44101","","https://www.facebook.com/BelNaraccounting/","16-50","2013","30.07.2026","call"
"A","ԲԻԶՆԵՍԻ ՄԵԿ ՊԱՏՈՒՀԱՆ ՍՊԸ","Հասմիկ Միրզոյան, տնօրեն","+37494607211","+37491607211","Երևան","https://spyur.am/am/companies/business-single-window/49071","http://www.bsw.am/","https://www.facebook.com/bsw.company","<15","2019","02.09.2026","call"
"A","ԳԱՆՁԱՆԱԿՅԱՆ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Մարինե Գանձանակյան, տնօրեն","+37433365616","","Երևան","https://spyur.am/am/companies/gandzanakyan-accounting-accounting-office/58213","","https://www.facebook.com/gandzanakyan.accounting/","","","09.09.2026","call"
"A","ԴԻ ՋԻ ՔՈՆՍԱԼԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Դավիթ Խաչատրյան, տնօրեն","+37411330004","+37498788080","Երևան","https://spyur.am/am/companies/dg-consulting-accounting-company/41953","http://www.dgconsulting.am","","51-250","2012","02.09.2026","call"
"A","ԷԼ ԷՍ ԷՅ ԻՐԱՎԱԲԱՆԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","","+37433374375","+37496374374","Երևան","https://spyur.am/am/companies/lsa-law-firm/58600","https://www.lsa.am/","https://www.facebook.com/p/LSA-Law-Firm-100062815863997","<15","2014","02.09.2026","call"
"A","ԷՅՎԻ ՔՈՆՍԱԼԹԻՆԳ ԸՆԴ ԱՈՒԴԻՏ","Մելս Վազգենի Պետրոսյան, գլխավոր տնօրեն","+37498229998","","Երևան","https://spyur.am/am/companies/av-consulting-and-audit/48963","https://av-audit.com/","","16-50","2024","04.08.2026","call"
"A","ԹԱՈՒԵՐ ԻՆԹԵՐՆԵՅՇՆԼ ՔՈՆՍԱԼԹԱՆՏՍ ՓԲԸ","Հրանտ Այվազյան, տնօրեն","+37412571631","+37412571632","Երևան","https://spyur.am/am/companies/tower-international-consultants/6218","http://www.tower.am","https://www.facebook.com/Towerinternationalconsultants","<15","2007","13.04.2026","call"
"A","ԼԻԳԸԼ ԸՆԴ ԹԱՔՍ ՍՊԸ","Արգիշտի Քյարամյան, տնօրեն","+37444230000","+37412230000","Երևան","https://spyur.am/am/companies/legal-and-tax/57352","https://legalandtax.am/","https://www.facebook.com/people/Legal-and-Tax/61574036874236","<15","2025","03.07.2026","call"
"A","ԿՈՆՍԻԼՅԵՐԻ ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Անահիտ Մկրտչյան, տնօրեն","+37494750795","+37411750755","Երևան","https://spyur.am/am/companies/consigliere-accounting-and-consulting-company/40758","","https://www.facebook.com/Consigliereyerevan","","","02.09.2026","call"
"A","ԿՈՆՍՏԱՆՏ ԿՈՆՍԱԼԹԻՆԳ ԳՐՈՒՊ ՍՊԸ","Նարեկ Թադևոսյան, տնօրեն","+37477626572","+37441102428","Երևան","https://spyur.am/am/companies/constant-consulting-group/27564","http://constant.am","https://www.facebook.com/ConstantConsulting","","","02.09.2026","call"
"A","ՊՐՈՖ-ԱԼՅԱՆՍ ՍՊԸ","Արթուր Կիրակոսյան, տնօրեն","+37410541175","+37477880033","Երևան","https://spyur.am/am/companies/prof-alliance/59022","https://www.prof-alliance.am/hy","","","2009","13.04.2026","call"
"A","ՊՐՈՖԻԿՈՆ ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Տիգրան Լևոնի Շահինյան, տնօրեն","+37496244040","+37499200630","Երևան","https://spyur.am/am/companies/proficon-accounting-and-consulting-company/6580","http://www.proficon.am","https://www.facebook.com/proficon.am","<15","2006","01.06.2026","call"
"A","ՋԻ ԹԻ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԵՆՏՐՈՆ ՍՊԸ","Տիգրան Գագիկի Գրիգորյան, տնօրեն","+37491317372","+37498317372","Երևան","https://spyur.am/am/companies/gt-accounting-accounting-center/25914","","","16-50","2010","17.09.2026","call"
"A","ՔԼԱՐԻԹԻ ՔՈՆԹՐՈԼ (CLTC) ՀԱՇՎԱՊԱՀԱԿԱՆԸՆԿԵՐՈՒԹՅՈՒՆ (ՕՐԵՆՔ ԵՎ ԿԱՐԳ սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ)","Քրիստինե Առուստամյան, տնօրեն","+37494074474","+37433074474","Երևան","https://spyur.am/am/companies/clarity-control-cltc-accounting-company/56893","","https://www.facebook.com/cltc.company","<15","1999","02.09.2026","call"
"A","ՖԻՆԱՆՍ.ՔՈ ՍՊԸ","Անի Ռուստամյան, տնօրեն","+37455355530","+37444355540","Երևան","https://spyur.am/am/companies/finansco/58575","https://hashvapahutyun.am","","<15","2022","02.09.2026","call"
"A","ՖԻՆԹԱՔՍ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Հրայր Մուրադյան, տնօրեն","+37494000446","+37491633236","Երևան","https://spyur.am/am/companies/fintax-accounting-accounting-company/27192","http://www.fintax.am","https://www.facebook.com/FinTax-Accounting-235738069882838","","2008","01.06.2026","call"
"A","ՖԻՆԼԵՔՍ ՖԻՆԱՆՍԱԻՐԱՎԱԿԱՆ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Արտակ Ռուդիկի Զոփունյան, գլխավոր տնօրեն","+37460506080","+37410222111","Երևան","https://spyur.am/am/companies/finlex-financial-and-legal-consulting-company/6174","http://www.finlex.am","https://www.facebook.com/Finlex.arm","16-50","2007","03.08.2026","call"
"A","ՖՈՒԼ ՍԵՐՎԻՍ ՔՈՆՍԱԼԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Գայանե Մաճկալյան, տնօրեն","+37433787890","","Երևան","https://spyur.am/am/companies/full-service-consulting-accounting-company/58505","https://www.fsconsult.am/","https://www.facebook.com/profile.php?id=61565852352765","16-50","2013","02.09.2026","call"
"A","ՖՐԵԴԱ ՍՊԸ","Արման Ավանեսյան, տնօրեն","+37410256325","+37410250668","Երևան","https://spyur.am/am/companies/freda/7017","https://fredallc.com","https://www.facebook.com/FredaLLC","16-50","1996","02.09.2026","call"
"B","ԱՍԵԹՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԾԱՌԱՅՈՒԹՅՈՒՆՆԵՐ ՄԱՏՈՒՑՈՂ ԸՆԿԵՐՈՒԹՅՈՒՆ","Գևորգ Թառլամազյան, տնօրեն","+37444577767","+37498577767","Երևան","https://spyur.am/am/companies/assets-accounting-and-consulting-company/40935","http://www.assets.am","","16-50","2017","14.02.2026","call"
"B","ԲԵՆԵՖԻՏ ՔՈՆՍԱԼԹԻՆԳ ՓԲԸ","Գարիկ Սարգսյան, տնօրեն","+37410526590","+37460441111","Երևան","https://spyur.am/am/companies/benefit-consulting/26605","","","<15","2008","15.07.2026","call"
"B","ԳԼՈԲԱԼ ԿՈՆՍԱԼՏ","Արա Մարկոսյան, տնօրեն","+37460742222","","Երևան","https://spyur.am/am/companies/global-consult/27275","","https://www.facebook.com/Global-Consult-LLC-120946114648595","","2010","06.08.2026","call"
"B","ԷԴԱՐԹՀԱՈՒՍՔԸՆՍԱԼԹԻՆԳ ՍՊԸ","Էդուարդ Կարապետի Բադալյան, տնօրեն","+37410276515","+37494530840","Երևան","https://spyur.am/am/companies/edarthouseconsulting/7199","https://edart.am/","https://www.facebook.com/EdArthouseconsulting","<15","2009","02.09.2026","call"
"B","ԷՅԲԻԱՅ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Հայկ Պողոսյան, տնօրեն","+37493882037","","Երևան","https://spyur.am/am/companies/abi-accounting-company/43355","https://abi.tax/","https://www.facebook.com/ABI.service","","","11.06.2026","call"
"B","ԷՍ ԷՄ ՔԸՆՍԱԼԹԻՆԳ ՍՊԸ","Վալերի Մովսիսյան, տնօրեն","+37494775002","+37411448282","Երևան","https://spyur.am/am/companies/sm-consulting/57463","https://www.smconsulting.am/","https://www.facebook.com/smconsultingarmenia","16-50","2023","27.04.2026","call"
"B","ԷՖ ԷՄ ԷՍ ՔՈՆՍԱԼԹԻՆԳ ՓԲԸ","Կարեն Գեորգիի Ֆիդանյան, գլխավոր տնօրեն","+37491202507","+37495202507","Երևան","https://spyur.am/am/companies/fms-consulting/6579","http://www.fms.am","https://www.facebook.com/FMSConsultingAM","<15","2005","01.06.2026","call"
"B","ԹՄ ԱՈՒԴԻՏ ՓԲԸ","Թաթուլ Մովսիսյան, գլխավոր տնօրեն","+37411607081","+37491421320","Երևան","https://spyur.am/am/companies/tm-audit/3597","http://www.tmaudit.am","https://www.facebook.com/tmaudit","16-50","1997","15.06.2026","call"
"B","ԹՐԱՍԹ ԱՈՒԴԻՏ ՖԻՆԱՆՍԱԿԱՆ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԿԵՆՏՐՈՆ","Հայկ Էմիլի Մարգարյան, տնօրեն","+37410516111","+37496525084","Երևան","https://spyur.am/am/companies/trust-audit-financial-advice-center/6838","http://trustaudit.am/index.php?lang=en","","16-50","2009","01.06.2026","call"
"B","ԻԷՆԷՍ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ԵՎ ԴՊՐՈՑ","Էդիկ Սաիլյան, տնօրեն","+37410500740","+37460442283","Երևան","https://spyur.am/am/companies/ens-accounting-accounting-company-and-school/6393","http://www.ens.am","","<15","","01.06.2026","call"
"B","ԻՄՊՐԵՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԾԱՌԱՅՈՒԹՅՈՒՆՆԵՐ ՄԱՏՈՒՑՈՂ ԸՆԿԵՐՈՒԹՅՈՒՆ","Արսեն Գրիգորյան, տնօրեն","+37410322434","+37491322434","Երևան","https://spyur.am/am/companies/impress-accounting-and-consulting-company/31733","http://www.impress.am","https://www.facebook.com/impressaccounting","<15","2009","02.09.2026","call"
"B","ԼՈՅԱԼ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Արամ Հարությունյան, տնօրեն","+37455454566","","Երևան","https://spyur.am/am/companies/loyal-accounting-office/34388","http://www.loyal.am","https://www.facebook.com/loyaloffice.am","<15","","01.08.2026","call"
"B","ԼՈՆԴՈՆ ԲԻԶՆԵՍ ԳՐՈՒՊ ԱՈՒԴԻՏՈՐԱԿԱՆ, ԽՈՐՀՐԴԱՏՎԱԿԱՆ, ՖԻՆԱՆՍԱՏՆՏԵՍԱԿԱՆ ԵՎ ԴԱՏԱՀԱՇՎԱՊԱՀԱԿԱՆ ՓՈՐՁԱՔՆՆՈՒԹՅՈՒՆ ԻՐԱԿԱՆԱՑՆՈՂ ԸՆԿԵՐՈՒԹՅՈՒՆ","Տիգրան Զորյան, տնօրեն","+37410541272","+37491010421","Երևան","https://spyur.am/am/companies/london-business-group-audit-consulting-financial-economic-and-forensic-accounting-expertise-firm/6390","http://www.lbg.am","","<15","1999","03.08.2026","call"
"B","ԿԱՊԻՏԱԼ ԸՔԱՈՒՆԹԻՆԳ ՑԵՆՏՐ ՍՊԸ","Ռուբեն Մելքոնյան, տնօրեն","+37443980009","+37443550009","Երևան","https://spyur.am/am/companies/capital-accounting-center/40783","","https://www.facebook.com/capitalaccountingcentre","16-50","2016","27.07.2026","call"
"B","ԿՈՆՍ-ԱԼԻԱՆՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԵՆՏՐՈՆ","Մանե Գևորգի Միրզոյան, տնօրեն","+37495505808","","Վանաձոր","https://spyur.am/am/companies/cons-alliance-accounting-center/27074","http://www.cons-alliance.am","","<15","2012","01.07.2026","call"
"B","ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԵՎ ԴԱՏԱԿԱՆ ՏՆՏԵՍԱԳԻՏԱԿԱՆ ՓՈՐՁԱՔՆՆՈՒԹՅՈՒՆՆԵՐԻ ԿԵՆՏՐՈՆ (ՖԻՆԷՔՍՊԵՐՏ սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ)","Կարեն Մամիկոնյան, նախագահ","+37499927410","+37494927410","Երևան","https://spyur.am/am/companies/center-for-accounting-and-forensic-economic-examinations/55160","https://www.finexpert.am/","https://www.facebook.com/FinExpert2020","<15","2020","02.09.2026","call"
"B","ՄԵԿՍ ԱԿՄԵ ՍՊԸ","Արևիկ Իվանի Բայրամյան, տնօրեն","+37411700015","+37477755442","Երևան","https://spyur.am/am/companies/mex-acme/7116","","","","2008","07.07.2026","call"
"B","ՆԵՏ ՊՐՈՖԻՏ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Արթուր Եղիկյան, հիմնադիր տնօրեն","+37444044554","","Գյումրի","https://spyur.am/am/companies/net-profit-accounting-company/54277","","https://www.facebook.com/gyumriaccounting","<15","2016","03.08.2026","call"
"B","ՊԼՅՈՒՍ-ՄԻՆՈՒՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԵՆՏՐՈՆ","Աննա Չիտչյան, տնօրեն","+37491221833","+37499022008","Երևան","https://spyur.am/am/companies/plus-minus-accounting-center/44899","","","","2011","02.09.2026","call"
"B","ՊՐՈՖԻՔՍ ՔՈՆՍԱԼԹԻՆԳ ՍՊԸ","Տիգրան Գասպարյան, տնօրեն","+37444708807","","Երևան","https://spyur.am/am/companies/profix-consulting/39776","http://www.profix.am","https://www.facebook.com/profix.am","16-50","2013","02.09.2026","call"
"B","ՋԷՅ ԱՌ ՄԵԹՐԻՔՍ ՍՊԸ","Ռուզաննա Ջալավյան, տնօրեն","+37455003939","+37495003939","Երևան","https://spyur.am/am/companies/jr-metrix/49852","","https://www.facebook.com/JRMetrix","<15","2018","02.09.2026","call"
"B","ՋԻ ՍՈՖՏ ՍՊԸ","Միքայել Առուստամյան, գործադիր տնօրեն","+37443610808","+37496639392","Երևան","https://spyur.am/am/companies/g-soft/30021","http://www.gsoft.am","","<15","2012","02.09.2026","call"
"B","ՍԵՅՖ ԻՆՎԵՍԹ ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Սերգեյ Խաչատրյան, տնօրեն","+37410523849","+37496221162","Երևան","https://spyur.am/am/companies/safe-invest-accounting-and-consulting-office/43217","","https://www.facebook.com/SAFE-Invest-%D5%80%D5%A1%D5%B7%D5%BE%D5%A1%D5%BA%D5%A1%D5%B0%D5%A1%D5%AF%D5%A1%D5%B6-%D5%A3%D6%80%D5%A1%D5%BD%D5%A5%D5%B6%D5%B5%D5%A1%D5%AF-Accounting-and-Consulting-992676317455482","16-50","2019","03.07.2026","call"
"B","ՍԹԵՓ ՔԸՆՍԱԼԹԻՆԳ ՍՊԸ","Լիանա Ղուկասյան, տնօրեն","+37411780007","+37411780005","Երևան","https://spyur.am/am/companies/step-consulting/41053","http://www.stepconsulting.am","https://www.facebook.com/stepconsulting.am","16-50","2013","02.09.2026","call"
"B","ՍՄԱՐՏ ԷՄԹԻ ՀԱՇՎԱՊԱՀԱԿԱՆ ԿԵՆՏՐՈՆ ՍՊԸ","Արմինե Համլետի Սահակյան, գործադիր տնօրեն","+37412400144","+37494204017","Երևան","https://spyur.am/am/companies/smart-mt-accounting-center/25244","http://www.smartmountains.com","","","2002","02.09.2026","call"
"B","ՎԻՆՔԸՆՍԱԼԹ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ (ՋԻ-ԷՄ ՔԸՆՍԱԼԹ սահմանափակ պատասխանատվությամբ ընկերություն/ՍՊԸ)","Գևորգ Մովսիսյան, տնօրեն","+37495448880","+37495478848","Երևան","https://spyur.am/am/companies/winconsult-accounting-company/55842","","https://www.facebook.com/people/Win-Consult/61556407204093/","<15","2016","08.06.2026","call"
"B","ՏՐԻԱԴԱ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ՍՊԸ","Երվանդ Ֆրանգուլյան, տնօրեն","+37460440535","","Երևան","https://spyur.am/am/companies/triada-consulting/7313","http://www.tdc.am","","","","02.09.2026","call"
"B","ՓՐՈՖ ԹԱՔՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Մարիա Ստեփանյան, տնօրեն","+37412442609","","Երևան","https://spyur.am/am/companies/prof-tax-accounting-company/38363","http://www.proftax.am","","<15","2006","02.09.2026","call"
"B","ՓՐՈՖԻԹ ՓԱՐԹՆԸՐՍ ՔՈՄՓԸՆԻ ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԲԻԶՆԵՍ-ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Տիգրան Գասպարյան, տնօրեն","+37411970000","","Երևան","https://spyur.am/am/companies/profit-partners-company-accounting-and-business-consulting-company/41057","http://www.profitpartners.am","https://www.facebook.com/ProfitPartnersCompany","<15","2015","02.09.2026","call"
"B","ՖԻԼԻՆ ԷՅԷՄ ՍՊԸ","Արմինե Համլետի Սահակյան, տնօրեն","+37412601602","+37493125153","Երևան","https://spyur.am/am/companies/philinam/46796","https://philin.am","https://www.facebook.com/people/Philin-AM/61555260938763/","<15","2020","01.05.2026","call"
"B","ՖԻՆ ԼԻԴԵՐ ՀԱՇՎԱՊԱՀԱԿԱՆ ԵՎ ԽՈՐՀՐԴԱՏՎԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","Ելենա Ղալայան, տնօրեն","+37444808814","+37499999864","Երևան","https://spyur.am/am/companies/fin-leader-accounting-and-consulting-company/47294","","https://www.facebook.com/finleaderam","","","02.09.2026","call"
"B","ՖՈՐՍԵՏԻ ՔՈՆՍԱԼԹ ՍՊԸ","Հայկ Արթուրի Մանուչարյան, տնօրեն","+37499950996","","Երևան","https://spyur.am/am/companies/forseti-consult/29674","http://www.forseticonsult.am","https://www.facebook.com/Forseti-Consult-104249454560342","<15","2012","01.08.2026","call"
"B","ՖՐԻՎԵՅ ՖԱՅՆԱՆՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","Վահե Մելիքսեթյան, տնօրեն","+37460275707","+37496005707","Երևան","https://spyur.am/am/companies/freeway-finance-accounting-office/36989","http://www.freeway.am","https://www.facebook.com/FFaccounting","","","02.09.2026","call"
"C","ԱԼՊՍ ԸՆԴ ՉԵՅՍ ՔՈՆՍԱԼԹԻՆԳ ՍՊԸ","","","","Երևան","https://spyur.am/am/companies/alps-and-chase-consulting/56185","","","","","05.11.2024","no_phone"
"C","ԱՆԱՀԻՏ ՎԱՐԴԻԿՅԱՆ անհատ ձեռնարկատեր (ԱՁ)","","","","Երևան","https://spyur.am/am/companies/anahit-vardikyan/35254","","","","","20.03.2026","no_phone"
"C","ԱՊԱՀՈՎ ԳՈՐԾԸՆԿԵՐ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","","","","Հրազդան","https://spyur.am/am/companies/secure-partner-accounting-office/54864","","","","","30.07.2026","no_phone"
"C","ԲԵՅՍ ՔՈՆՍԱԼԹ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","","","","Երևան","https://spyur.am/am/companies/base-consult-accounting-company/24974","","","","","15.04.2024","no_phone"
"C","ԵՂՍԱ ՔՈՆՍԱԼԹԻՆԳ","","","","Երևան","https://spyur.am/am/companies/yeghsa-consulting/56717","","","","","14.05.2025","no_phone"
"C","ԶԵԹ ՔՆՍԱԼԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՓԲԸ","","","","Երևան","https://spyur.am/am/companies/z-consulting-accounting-company/29557","","","","","09.09.2024","no_phone"
"C","ԷԼ.ՎԻ.ՓԻ.ՔՆՍԱԼԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՓԲԸ","","","","Երևան","https://spyur.am/am/companies/lvpconsulting-accounting-company/44795","","","","","30.05.2025","no_phone"
"C","ԷՎԻ ՈՒՆԻՎԵՐՍԱԼ","","","","Երևան","https://spyur.am/am/companies/evi-universal/33152","","","","","05.10.2024","no_phone"
"C","ԻՐԱԶԵԿ ՀԱՇՎԱՊԱՀ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","","","","Վեդի","https://spyur.am/am/companies/irazek-hashvapah-accounting-office/54863","","","","","05.06.2025","no_phone"
"C","ԼԻԴԵՐ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ՀԱՇՎԱՌՄԱՆ ԳՐԱՍԵՆՅԱԿ ՍՊԸ","","","","Երևան","https://spyur.am/am/companies/leader-accounting-accountancy-office/55020","","","","","30.07.2026","no_phone"
"C","ՀԱՅԱՍՏԱՆԻ ՀԱՇՎԱՊԱՀՆԵՐԻ ԱՍՈՑԻԱՑԻԱ հասարակական կազմակերպություն (ՀԿ)","Հերմինե Թովմասյան, նախագահ","+37411600000","+37441600090","Երևան","https://spyur.am/am/companies/association-of-accountants-of-armenia/52473","https://armaa.am/am","https://www.facebook.com/armaa.ngo/","","","22.06.2026","not_a_firm"
"C","ՄԱԳ ՔՈՆ ՍՊԸ","","","","Երևան","https://spyur.am/am/companies/mag-con/57513","","","","","06.05.2025","no_phone"
"C","ՊՐԵՄԻՈՒՄ ՔՈՆՍԱԼԹԱՆԹ ՍՊԸ","","","","Երևան","https://spyur.am/am/companies/premium-consultant/55501","","","","","19.06.2025","no_phone"
"C","ՋԻ ԷՄ ՔԵՅ ՓԱՐԹՆԵՐՍ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ","","","","Երևան","https://spyur.am/am/companies/gmk-partners-accounting-company/48289","","","","","21.05.2025","no_phone"
"C","ՍԻՄԱՊԵ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ ՍՊԸ","","","","Երևան","https://spyur.am/am/companies/simape-accounting-accounting-company/46010","","","","","27.07.2022","no_phone"
"C","ՓԻ-ԷՅՋ-ՓԻ ՓԱՐԹՆԸՐԶ ՓԲԸ","","","","Երևան","https://spyur.am/am/companies/php-partners/6351","","","","2005","29.04.2025","no_phone"
"C","ՓՐԱՅՄ ԸՔԱՈՒՆԹԻՆԳ","","","","Երևան","https://spyur.am/am/companies/prime-accounting/57899","","","","","30.06.2025","no_phone"
"C","ՔՈՆՖԻԴՈ ԸԴՎԱՅԶՈՐԻ ՍՊԸ","","","","Երևան","https://spyur.am/am/companies/confido-advisory/56453","","","","","29.05.2025","no_phone"
"C","ՕՆԹՈՓ ՔԸՆՍԱԼԹԻՆԳ","","","","Երևան","https://spyur.am/am/companies/ontop-consulting/53837","","","","","23.01.2025","no_phone"
"C","ՖԱՍԹ ԸՔԱՈՒՆԹԻՆԳ ՀԱՇՎԱՊԱՀԱԿԱՆ ԳՐԱՍԵՆՅԱԿ","","","","Երևան","https://spyur.am/am/companies/fast-accounting-accounting-office/32500","","","","2015","16.06.2025","no_phone"
"D","Ա. ԲԱՐՍԵՂՅԱՆ ԵՎ ԳՈՐԾԸՆԿԵՐՆԵՐ ՍՊԸ","Աշոտ Խաչիկի Բարսեղյան, տնօրենների խորհրդի նախագահ","+37499666420","+37499668855","Երևան","https://spyur.am/am/companies/-a-barseghyan-and-partners/7371","","","","2010","26.02.2026","call"
"D","ԱԼՖԱ ԸՔԱՈՒՆԹԻՆԳ","Մանուկ Գյուլնազարյան, տնօրեն","+37444808070","","Երևան","https://spyur.am/am/companies/alpha-accounting/57441","https://alphaaccounting.am/","","","","02.09.2026","call"
"D","ԱՅ ԹԻ ԼԵՔՍ ՔՈՆՍԱԼԹԻՆԳ ՍՊԸ","Էդգար Գալստյան, տնօրեն","+37441454381","","Երևան","https://spyur.am/am/companies/it-lex-consulting/49530","https://itlex.am/","","","","27.11.2025","call"
